id,측정일시,전력사용량(kWh),지상무효전력량(kVarh),진상무효전력량(kVarh),탄소배출량(tCO2),지상역률(%),진상역률(%),작업유형,전기요금(원),기온,습도
1009,2024-01-11 12:30:00,11.84,0.0,25.45,0.01,100.0,42.18,Medium_Load,3104.904575239918,2.2,65.5
1010,2024-01-11 12:45:00,13.75,0.0,23.69,0.01,100.0,50.2,Medium_Load,3029.892823345142,2.45,64.25
1011,2024-01-11 13:00:00,26.89,3.71,16.78,0.01,99.06,84.84,Medium_Load,3739.5764923511824,2.7,63.0
1012,2024-01-11 13:15:00,95.4,40.54,0.0,0.04,92.03,100.0,Medium_Load,11640.614987042738,2.85,63.0
1013,2024-01-11 13:30:00,119.12,49.86,0.0,0.05,92.25,100.0,Medium_Load,14501.749958410535,3.0,63.0
1014,2024-01-11 13:45:00,120.28,50.76,0.0,0.06,92.13,100.0,Medium_Load,14661.003060303889,3.15,63.0
1015,2024-01-11 14:00:00,106.7,37.51,0.0,0.05,94.34,100.0,Medium_Load,12701.269058610991,3.3,63.0
1016,2024-01-11 14:15:00,105.66,34.52,0.0,0.05,95.06,100.0,Medium_Load,12295.581326503288,3.45,62.75
1017,2024-01-11 14:30:00,86.54,31.1,0.0,0.04,94.11,100.0,Medium_Load,10326.949244973755,3.6,62.5
1018,2024-01-11 14:45:00,136.3,56.99,0.0,0.06,92.26,100.0,Medium_Load,16590.61004666884,3.75,62.25
1019,2024-01-11 15:00:00,129.24,53.39,0.0,0.06,92.42,100.0,Medium_Load,15703.326937082888,3.9,62.0
1020,2024-01-11 15:15:00,127.94,49.86,0.0,0.06,93.17,100.0,Medium_Load,15420.169437056393,3.9,62.25
1021,2024-01-11 15:30:00,133.52,54.65,0.0,0.06,92.55,100.0,Medium_Load,16201.668895630506,3.9,62.5
1022,2024-01-11 15:45:00,124.7,48.64,0.0,0.06,93.16,100.0,Medium_Load,15031.404123304115,3.9,62.75
1023,2024-01-11 16:00:00,106.92,43.09,0.0,0.05,92.75,100.0,Medium_Load,12945.532950925775,3.9,63.0
1024,2024-01-11 16:15:00,96.26,46.91,0.0,0.04,89.89,100.0,Medium_Load,12265.804596975217,3.9,63.5
1025,2024-01-11 16:30:00,84.56,42.91,0.0,0.04,89.18,100.0,Medium_Load,10861.752620692896,3.9,64.0
1026,2024-01-11 16:45:00,96.95,39.06,0.0,0.04,92.76,100.0,Medium_Load,11737.89452811146,3.9,64.5
1027,2024-01-11 17:00:00,132.55,53.21,0.0,0.06,92.8,100.0,Medium_Load,16039.96534492871,3.9,65.0
1028,2024-01-11 17:15:00,127.4,50.94,0.0,0.06,92.85,100.0,Maximum_Load,15408.298117451,3.92,65.0
1029,2024-01-11 17:30:00,109.91,36.5,0.0,0.05,94.9,100.0,Maximum_Load,13005.706390348392,3.95,65.0
1030,2024-01-11 17:45:00,50.29,4.28,3.06,0.02,99.64,99.82,Maximum_Load,5621.79237183974,3.98,65.0
1031,2024-01-11 18:00:00,34.88,0.04,9.11,0.02,100.0,96.75,Maximum_Load,3988.81532909024,4.0,65.0
1032,2024-01-11 18:15:00,96.37,45.86,0.86,0.04,90.3,100.0,Maximum_Load,12027.081123428785,4.0,65.25
1033,2024-01-11 18:30:00,132.77,70.99,0.0,0.06,88.19,100.0,Maximum_Load,17245.71838478996,4.0,65.5
1034,2024-01-11 18:45:00,116.06,47.88,0.0,0.05,92.44,100.0,Maximum_Load,14099.093038178731,4.0,65.75
1035,2024-01-11 19:00:00,107.28,36.94,0.0,0.05,94.55,100.0,Maximum_Load,12741.751202836287,4.0,66.0
1036,2024-01-11 19:15:00,107.75,34.45,0.0,0.05,95.25,100.0,Maximum_Load,12513.182567084434,4.0,66.25
1037,2024-01-11 19:30:00,113.51,41.4,0.0,0.05,93.95,100.0,Maximum_Load,13568.554311360109,4.0,66.5
1038,2024-01-11 19:45:00,136.84,63.04,0.0,0.06,90.83,100.0,Maximum_Load,16919.413021588192,4.0,66.75
1039,2024-01-11 20:00:00,117.36,43.74,0.0,0.05,93.7,100.0,Maximum_Load,14065.124313378392,4.0,67.0
1040,2024-01-11 20:15:00,122.51,45.79,0.0,0.06,93.67,100.0,Medium_Load,14687.459452172729,3.95,67.5
1041,2024-01-11 20:30:00,124.99,54.25,0.0,0.06,91.73,100.0,Medium_Load,15301.493193860328,3.9,68.0
1042,2024-01-11 20:45:00,102.96,28.94,0.0,0.05,96.27,100.0,Medium_Load,11830.318778534953,3.85,68.5
1043,2024-01-11 21:00:00,71.71,14.65,2.56,0.03,97.98,99.94,Medium_Load,8157.477425109315,3.8,69.0
1044,2024-01-11 21:15:00,6.26,0.0,26.46,0.0,100.0,23.02,Medium_Load,3007.682432828067,3.65,70.0
1045,2024-01-11 21:30:00,5.18,0.0,26.64,0.0,100.0,19.09,Medium_Load,3001.9872864818417,3.5,71.0
1046,2024-01-11 21:45:00,5.18,0.0,26.5,0.0,100.0,19.18,Medium_Load,2986.7872862898503,3.35,72.0
1047,2024-01-11 22:00:00,5.15,0.0,26.64,0.0,100.0,18.98,Medium_Load,3001.3556599038734,3.2,73.0
1048,2024-01-11 22:15:00,5.0,1.84,15.52,0.0,93.85,30.66,Maximum_Load,2028.778369557404,3.15,73.25
1049,2024-01-11 22:30:00,4.79,5.58,0.0,0.0,65.14,100.0,Maximum_Load,875.3988477455531,3.1,73.5
1050,2024-01-11 22:45:00,4.72,5.54,0.0,0.0,64.85,100.0,Maximum_Load,866.3644193805975,3.05,73.75
1051,2024-01-11 23:00:00,4.68,5.18,0.0,0.0,67.04,100.0,Maximum_Load,831.0080208423088,3.0,74.0
1052,2024-01-11 23:15:00,4.75,4.72,0.0,0.0,70.93,100.0,Light_Load,797.1183041116667,3.1,74.0
1053,2024-01-11 23:30:00,4.64,4.79,0.0,0.0,69.58,100.0,Light_Load,793.8478129105243,3.2,74.0
1054,2024-01-11 23:45:00,4.72,4.86,0.0,0.0,69.67,100.0,Light_Load,806.4593888031262,3.3,74.0
1055,2024-01-11 00:00:00,4.64,4.64,0.0,0.0,70.71,100.0,Light_Load,781.1215147352458,-1.0,77.0
1056,2024-01-12 00:15:00,4.68,4.68,0.0,0.0,70.71,100.0,Light_Load,787.8553208967564,3.35,74.0
1057,2024-01-12 00:30:00,4.72,4.9,0.0,0.0,69.38,100.0,Light_Load,809.8819244371674,3.3,74.0
1058,2024-01-12 00:45:00,4.72,5.15,0.0,0.0,67.57,100.0,Light_Load,831.5713864173656,3.25,74.0
1059,2024-01-12 01:00:00,4.72,5.18,0.0,0.0,67.35,100.0,Light_Load,834.2075687688257,3.2,74.0
1060,2024-01-12 01:15:00,4.72,4.9,0.0,0.0,69.38,100.0,Light_Load,809.8819244371674,3.2,74.0
1061,2024-01-12 01:30:00,4.79,5.08,0.0,0.0,68.6,100.0,Light_Load,831.1418653982737,3.2,74.0
1062,2024-01-12 01:45:00,4.79,5.4,0.0,0.0,66.36,100.0,Light_Load,859.2540164693561,3.2,74.0
1063,2024-01-12 02:00:00,4.75,4.9,0.0,0.0,69.6,100.0,Light_Load,812.3634909575209,3.2,74.0
1064,2024-01-12 02:15:00,4.79,5.11,0.0,0.0,68.39,100.0,Light_Load,833.7437156044733,3.2,74.25
1065,2024-01-12 02:30:00,4.79,5.22,0.0,0.0,67.61,100.0,Light_Load,843.3445357313759,3.2,74.5
1066,2024-01-12 02:45:00,4.79,5.08,0.0,0.0,68.6,100.0,Light_Load,831.1418653982737,3.2,74.75
1067,2024-01-12 03:00:00,4.75,5.08,0.0,0.0,68.3,100.0,Light_Load,827.8825466672743,3.2,75.0
1068,2024-01-12 03:15:00,4.75,4.97,0.0,0.0,69.09,100.0,Light_Load,818.3669872605748,3.15,75.25
1069,2024-01-12 03:30:00,4.75,4.97,0.0,0.0,69.09,100.0,Light_Load,818.3669872605748,3.1,75.5
1070,2024-01-12 03:45:00,4.72,4.82,0.0,0.0,69.97,100.0,Light_Load,803.0504991548136,3.05,75.75
1071,2024-01-12 04:00:00,4.75,4.79,0.0,0.0,70.41,100.0,Light_Load,803.0134432261582,3.0,76.0
1072,2024-01-12 04:15:00,4.75,5.04,0.0,0.0,68.59,100.0,Light_Load,824.4109877243027,3.12,76.0
1073,2024-01-12 04:30:00,4.75,5.0,0.0,0.0,68.87,100.0,Light_Load,820.9523655062151,3.25,76.0
1074,2024-01-12 04:45:00,4.75,4.9,0.0,0.0,69.6,100.0,Light_Load,812.3634909575209,3.38,76.0
1075,2024-01-12 05:00:00,4.72,5.15,0.0,0.0,67.57,100.0,Light_Load,831.5713864173656,3.5,76.0
1076,2024-01-12 05:15:00,4.82,5.15,0.0,0.0,68.33,100.0,Light_Load,839.660165818098,3.42,75.75
1077,2024-01-12 05:30:00,4.75,5.08,0.0,0.0,68.3,100.0,Light_Load,827.8825466672743,3.35,75.5
1078,2024-01-12 05:45:00,4.75,5.22,0.0,0.0,67.3,100.0,Light_Load,840.1325589492051,3.28,75.25
1079,2024-01-12 06:00:00,4.72,5.08,0.0,0.0,68.07,100.0,Light_Load,825.4476368405517,3.2,75.0
1080,2024-01-12 06:15:00,4.75,4.97,0.0,0.0,69.09,100.0,Light_Load,818.3669872605748,3.05,75.25
1081,2024-01-12 06:30:00,4.79,5.04,0.0,0.0,68.89,100.0,Light_Load,827.6839771446532,2.9,75.5
1082,2024-01-12 06:45:00,4.72,4.97,0.0,0.0,68.86,100.0,Light_Load,815.9036805452646,2.75,75.75
1083,2024-01-12 07:00:00,4.72,4.82,0.0,0.0,69.97,100.0,Light_Load,803.0504991548136,2.6,76.0
1084,2024-01-12 07:15:00,4.64,4.82,0.0,0.0,69.35,100.0,Light_Load,796.4167088681202,2.45,77.0
1085,2024-01-12 07:30:00,5.26,4.54,0.0,0.0,75.7,100.0,Light_Load,827.1145374130265,2.3,78.0
1086,2024-01-12 07:45:00,6.59,4.46,0.04,0.0,82.82,100.0,Light_Load,931.9833289207046,2.15,79.0
1087,2024-01-12 08:00:00,7.09,4.18,0.0,0.0,86.14,100.0,Light_Load,942.7664673135644,2.0,80.0
1088,2024-01-12 08:15:00,36.76,25.81,0.0,0.02,81.84,100.0,Light_Load,5245.838109962075,2.1,79.25
1089,2024-01-12 08:30:00,114.66,72.18,0.0,0.05,84.63,100.0,Light_Load,15823.858403191083,2.2,78.5
1090,2024-01-12 08:45:00,114.19,68.08,0.0,0.05,85.89,100.0,Light_Load,15228.261739437536,2.3,77.75
1091,2024-01-12 09:00:00,119.2,51.3,0.0,0.05,91.85,100.0,Light_Load,14573.204360253105,2.4,77.0
1092,2024-01-12 09:15:00,130.18,50.08,0.0,0.06,93.33,100.0,Medium_Load,15663.671792081575,2.78,74.5
1093,2024-01-12 09:30:00,143.17,63.65,0.0,0.07,91.38,100.0,Medium_Load,17595.289071996114,3.15,72.0
1094,2024-01-12 09:45:00,98.78,33.26,0.0,0.05,94.77,100.0,Medium_Load,11704.93370137738,3.52,69.5
1095,2024-01-12 10:00:00,100.69,23.9,0.0,0.05,97.3,100.0,Medium_Load,11447.334085496086,3.9,67.0
1096,2024-01-12 10:15:00,101.48,23.36,0.0,0.05,97.45,100.0,Maximum_Load,11518.829189158514,4.15,62.75
1097,2024-01-12 10:30:00,102.1,24.48,0.0,0.05,97.24,100.0,Maximum_Load,11613.93239246736,4.4,58.5
1098,2024-01-12 10:45:00,117.18,34.09,0.0,0.05,96.02,100.0,Maximum_Load,13499.297586786244,4.65,54.25
1099,2024-01-12 11:00:00,108.32,30.85,0.0,0.05,96.18,100.0,Maximum_Load,12458.342877229145,4.9,50.0
1100,2024-01-12 11:15:00,122.33,55.51,0.0,0.06,91.06,100.0,Maximum_Load,15085.860950433358,5.3,48.25
1101,2024-01-12 11:30:00,83.7,35.24,0.0,0.04,92.16,100.0,Maximum_Load,10198.637878285706,5.7,46.5
1102,2024-01-12 11:45:00,105.84,59.98,0.0,0.05,87.0,100.0,Maximum_Load,13934.98392556238,6.1,44.75
1103,2024-01-12 12:00:00,114.12,61.88,0.0,0.05,87.91,100.0,Maximum_Load,14870.04248423009,6.5,43.0
1104,2024-01-12 12:15:00,25.88,8.71,18.61,0.01,94.78,81.19,Medium_Load,4226.057748099522,6.65,39.25
1105,2024-01-12 12:30:00,12.02,0.0,25.38,0.01,100.0,42.8,Medium_Load,3106.355827490532,6.8,35.5
1106,2024-01-12 12:45:00,12.35,0.0,24.66,0.01,100.0,44.78,Medium_Load,3050.738791743561,6.95,31.75
1107,2024-01-12 13:00:00,12.2,0.0,24.73,0.01,100.0,44.24,Medium_Load,3050.2871464506647,7.1,28.0
1108,2024-01-12 13:15:00,107.1,43.38,3.82,0.05,92.69,99.94,Medium_Load,13143.53845973374,7.18,28.0
1109,2024-01-12 13:30:00,100.3,40.46,0.0,0.05,92.74,100.0,Medium_Load,12145.597574309137,7.25,28.0
1110,2024-01-12 13:45:00,95.58,42.16,0.0,0.04,91.49,100.0,Medium_Load,11731.45485404858,7.32,28.0
1111,2024-01-12 14:00:00,104.8,42.91,0.0,0.05,92.54,100.0,Medium_Load,12717.35304607248,7.4,28.0
1112,2024-01-12 14:15:00,128.56,57.28,0.0,0.06,91.34,100.0,Medium_Load,15805.470796748828,7.3,28.0
1113,2024-01-12 14:30:00,132.3,58.28,0.0,0.06,91.51,100.0,Medium_Load,16234.963785867712,7.2,28.0
1114,2024-01-12 14:45:00,116.89,48.1,0.0,0.05,92.48,100.0,Medium_Load,14194.68539485497,7.1,28.0
1115,2024-01-12 15:00:00,104.44,42.95,0.0,0.05,92.48,100.0,Medium_Load,12681.65673868241,7.0,28.0
1116,2024-01-12 15:15:00,128.02,62.82,0.0,0.06,89.77,100.0,Medium_Load,16334.545882164452,6.92,28.0
1117,2024-01-12 15:30:00,134.14,61.13,0.0,0.06,91.0,100.0,Medium_Load,16554.41283471827,6.85,28.0
1118,2024-01-12 15:45:00,112.36,49.82,0.0,0.05,91.42,100.0,Medium_Load,13802.762802952891,6.78,28.0
1119,2024-01-12 16:00:00,88.67,46.19,0.0,0.04,88.69,100.0,Medium_Load,11452.242973545954,6.7,28.0
1120,2024-01-12 16:15:00,112.43,46.8,0.0,0.05,92.32,100.0,Medium_Load,13676.067594521495,6.28,29.5
1121,2024-01-12 16:30:00,83.52,35.21,0.0,0.04,92.15,100.0,Medium_Load,10178.70157861527,5.85,31.0
1122,2024-01-12 16:45:00,116.24,46.4,0.0,0.05,92.87,100.0,Medium_Load,14055.320849980764,5.42,32.5
1123,2024-01-12 17:00:00,79.34,27.97,0.0,0.04,94.31,100.0,Medium_Load,9447.331527838163,5.0,34.0
1124,2024-01-12 17:15:00,72.07,24.41,0.0,0.03,94.71,100.0,Maximum_Load,8545.087720062913,4.62,35.0
1125,2024-01-12 17:30:00,131.33,57.56,0.0,0.06,91.59,100.0,Maximum_Load,16102.708904312498,4.25,36.0
1126,2024-01-12 17:45:00,39.78,1.26,6.3,0.02,99.95,98.77,Maximum_Load,4479.042738582831,3.88,37.0
1127,2024-01-12 18:00:00,37.22,0.0,8.17,0.02,100.0,97.67,Maximum_Load,4215.128850049587,3.5,38.0
1128,2024-01-12 18:15:00,84.6,48.2,0.61,0.04,86.89,100.0,Maximum_Load,11187.794136710125,3.25,39.25
1129,2024-01-12 18:30:00,113.76,63.54,0.0,0.05,87.3,100.0,Maximum_Load,14925.598383566296,3.0,40.5
1130,2024-01-12 18:45:00,117.65,57.02,0.0,0.05,89.99,100.0,Maximum_Load,14975.680651437668,2.75,41.75
1131,2024-01-12 19:00:00,111.28,44.57,0.0,0.05,92.83,100.0,Maximum_Load,13461.825572932408,2.5,43.0
1132,2024-01-12 19:15:00,76.9,31.93,0.0,0.04,92.36,100.0,Maximum_Load,9350.709857172396,2.28,44.0
1133,2024-01-12 19:30:00,120.53,50.62,0.0,0.06,92.2,100.0,Maximum_Load,14680.778159186146,2.05,45.0
1134,2024-01-12 19:45:00,121.07,59.94,0.0,0.06,89.62,100.0,Maximum_Load,15474.62980253188,1.83,46.0
1135,2024-01-12 20:00:00,90.07,39.89,0.0,0.04,91.43,100.0,Maximum_Load,11062.443233478309,1.6,47.0
1136,2024-01-12 20:15:00,105.3,40.1,0.0,0.05,93.45,100.0,Medium_Load,12653.62394608754,1.5,47.25
1137,2024-01-12 20:30:00,117.29,48.02,0.0,0.05,92.54,100.0,Medium_Load,14232.82974113739,1.4,47.5
1138,2024-01-12 20:45:00,90.97,24.66,0.04,0.04,96.52,100.0,Medium_Load,10427.01795360498,1.3,47.75
1139,2024-01-12 21:00:00,36.9,0.61,6.34,0.02,99.99,98.56,Medium_Load,4153.479461033721,1.2,48.0
1140,2024-01-12 21:15:00,9.29,0.0,25.24,0.0,100.0,34.54,Medium_Load,2975.0463889365265,1.18,46.75
1141,2024-01-12 21:30:00,5.51,0.0,26.78,0.0,100.0,20.15,Medium_Load,3024.334782736333,1.15,45.5
1142,2024-01-12 21:45:00,5.15,0.0,26.78,0.0,100.0,18.88,Medium_Load,3016.561753854125,1.12,44.25
1143,2024-01-12 22:00:00,5.22,0.0,26.78,0.0,100.0,19.13,Medium_Load,3018.033593904252,1.1,43.0
1144,2024-01-12 22:15:00,5.0,1.66,15.88,0.0,94.91,30.03,Maximum_Load,2048.2103887452577,0.95,44.0
1145,2024-01-12 22:30:00,4.75,4.9,0.0,0.0,69.6,100.0,Maximum_Load,812.3634909575209,0.8,45.0
1146,2024-01-12 22:45:00,4.75,4.93,0.0,0.0,69.38,100.0,Maximum_Load,814.9314006970928,0.65,46.0
1147,2024-01-12 23:00:00,4.79,5.0,0.0,0.0,69.18,100.0,Maximum_Load,824.2390889612554,0.5,47.0
1148,2024-01-12 23:15:00,4.72,3.71,0.0,0.0,78.62,100.0,Light_Load,714.6494685615949,0.42,48.0
1149,2024-01-12 23:30:00,4.64,3.38,0.0,0.0,80.83,100.0,Light_Load,670.4511873610605,0.35,49.0
1150,2024-01-12 23:45:00,4.64,3.46,0.0,0.0,80.17,100.0,Light_Load,675.9946788174569,0.28,50.0
1151,2024-01-12 00:00:00,4.61,3.42,0.0,0.0,80.31,100.0,Light_Load,670.3952361047205,3.4,74.0
1152,2024-01-13 00:15:00,4.61,3.46,0.0,0.0,79.98,100.0,Light_Load,686.1350733039544,0.1,51.75
1153,2024-01-13 00:30:00,4.68,3.64,0.0,0.0,78.94,100.0,Light_Load,705.7658517153462,0.0,52.5
1154,2024-01-13 00:45:00,4.64,3.89,0.0,0.0,76.63,100.0,Light_Load,720.7620654933879,-0.1,53.25
1155,2024-01-13 01:00:00,4.68,3.85,0.0,0.0,77.23,100.0,Light_Load,721.3830479893159,-0.2,54.0
1156,2024-01-13 01:15:00,4.64,3.96,0.0,0.0,76.06,100.0,Light_Load,726.1435085613399,-0.12,52.75
1157,2024-01-13 01:30:00,4.64,3.89,0.0,0.0,76.63,100.0,Light_Load,720.7620654933879,-0.05,51.5
1158,2024-01-13 01:45:00,4.68,3.74,0.0,0.0,78.12,100.0,Light_Load,713.135983515879,0.03,50.25
1159,2024-01-13 02:00:00,4.72,3.96,0.0,0.0,76.61,100.0,Light_Load,733.413202127041,0.1,49.0
1160,2024-01-13 02:15:00,4.72,4.0,0.0,0.0,76.29,100.0,Light_Load,736.4826321941406,-0.1,49.5
1161,2024-01-13 02:30:00,4.72,4.18,0.0,0.0,74.86,100.0,Light_Load,750.5135857766701,-0.3,50.0
1162,2024-01-13 02:45:00,4.75,4.14,0.0,0.0,75.39,100.0,Light_Load,750.0537055586303,-0.5,50.5
1163,2024-01-13 03:00:00,4.75,4.07,0.0,0.0,75.94,100.0,Light_Load,744.60528879774,-0.7,51.0
1164,2024-01-13 03:15:00,4.75,4.46,0.0,0.0,72.9,100.0,Light_Load,775.6136449831969,-0.65,50.0
1165,2024-01-13 03:30:00,4.72,4.32,0.0,0.0,73.77,100.0,Light_Load,761.6646220704458,-0.6,49.0
1166,2024-01-13 03:45:00,4.75,4.28,0.0,0.0,74.29,100.0,Light_Load,761.107226868606,-0.55,48.0
1167,2024-01-13 04:00:00,4.79,4.14,0.0,0.0,75.66,100.0,Light_Load,753.6496868994658,-0.5,47.0
1168,2024-01-13 04:15:00,4.72,4.0,0.0,0.0,76.29,100.0,Light_Load,736.4826321941406,-0.6,47.0
1169,2024-01-13 04:30:00,4.75,4.28,0.0,0.0,74.29,100.0,Light_Load,761.107226868606,-0.7,47.0
1170,2024-01-13 04:45:00,4.72,4.07,0.0,0.0,75.73,100.0,Light_Load,741.8971129441907,-0.8,47.0
1171,2024-01-13 05:00:00,4.75,4.18,0.0,0.0,75.07,100.0,Light_Load,753.1907808424074,-0.9,47.0
1172,2024-01-13 05:15:00,4.79,4.25,0.0,0.0,74.8,100.0,Light_Load,762.2764495272895,-0.95,47.25
1173,2024-01-13 05:30:00,4.72,4.32,0.0,0.0,73.77,100.0,Light_Load,761.6646220704458,-1.0,47.5
1174,2024-01-13 05:45:00,4.75,4.39,0.0,0.0,73.44,100.0,Light_Load,769.9338823116973,-1.05,47.75
1175,2024-01-13 06:00:00,4.72,4.21,0.0,0.0,74.63,100.0,Light_Load,752.8859428051569,-1.1,48.0
1176,2024-01-13 06:15:00,4.75,4.43,0.0,0.0,73.13,100.0,Light_Load,773.1735737621957,-1.4,52.25
1177,2024-01-13 06:30:00,4.75,4.18,0.0,0.0,75.07,100.0,Light_Load,753.1907808424074,-1.7,56.5
1178,2024-01-13 06:45:00,4.72,4.32,0.0,0.0,73.77,100.0,Light_Load,761.6646220704458,-2.0,60.75
1179,2024-01-13 07:00:00,4.72,4.25,0.0,0.0,74.31,100.0,Light_Load,756.0637448336348,-2.3,65.0
1180,2024-01-13 07:15:00,4.68,4.07,0.0,0.0,75.46,100.0,Light_Load,738.2976290819179,-2.42,65.5
1181,2024-01-13 07:30:00,5.11,3.96,0.0,0.0,79.04,100.0,Light_Load,769.5574236357563,-2.55,66.0
1182,2024-01-13 07:45:00,6.34,4.14,0.0,0.0,83.73,100.0,Light_Load,884.3491473935467,-2.68,66.5
1183,2024-01-13 08:00:00,6.84,4.07,0.0,0.0,85.94,100.0,Light_Load,911.7062908863018,-2.8,67.0
1184,2024-01-13 08:15:00,48.78,32.36,0.0,0.02,83.33,100.0,Light_Load,6836.730747569025,-2.22,63.75
1185,2024-01-13 08:30:00,94.21,58.46,0.0,0.04,84.97,100.0,Light_Load,12949.223503047662,-1.65,60.5
1186,2024-01-13 08:45:00,106.34,68.62,0.0,0.05,84.02,100.0,Light_Load,14780.949309782563,-1.08,57.25
1187,2024-01-13 09:00:00,63.22,21.46,0.0,0.03,94.69,100.0,Light_Load,7497.486439934386,-0.5,54.0
1188,2024-01-13 09:15:00,100.58,29.88,0.0,0.05,95.86,100.0,Medium_Load,11606.276082330169,0.07,50.25
1189,2024-01-13 09:30:00,91.94,29.84,0.0,0.04,95.12,100.0,Medium_Load,10692.227892421315,0.65,46.5
1190,2024-01-13 09:45:00,57.31,11.27,0.0,0.03,98.12,100.0,Medium_Load,6460.787073049384,1.22,42.75
1191,2024-01-13 10:00:00,52.96,11.34,0.0,0.02,97.78,100.0,Medium_Load,5990.98817326716,1.8,39.0
1192,2024-01-13 10:15:00,53.42,14.18,0.0,0.02,96.65,100.0,Maximum_Load,6113.71458219828,2.0,38.25
1193,2024-01-13 10:30:00,97.7,26.93,0.0,0.04,96.4,100.0,Maximum_Load,11210.167331357785,2.2,37.5
1194,2024-01-13 10:45:00,101.7,26.17,0.0,0.05,96.85,100.0,Maximum_Load,11616.080633397292,2.4,36.75
1195,2024-01-13 11:00:00,98.42,28.33,0.0,0.05,96.1,100.0,Maximum_Load,11328.823101195036,2.6,36.0
1196,2024-01-13 11:15:00,106.81,51.26,0.0,0.05,90.16,100.0,Maximum_Load,13304.570968286538,2.88,36.0
1197,2024-01-13 11:30:00,95.33,47.27,0.0,0.04,89.59,100.0,Maximum_Load,12188.395112858672,3.15,36.0
1198,2024-01-13 11:45:00,102.35,46.51,0.0,0.05,91.04,100.0,Maximum_Load,12624.988859890293,3.42,36.0
1199,2024-01-13 12:00:00,99.18,49.43,0.0,0.05,89.5,100.0,Maximum_Load,12693.432084285065,3.7,36.0
1200,2024-01-13 12:15:00,8.39,0.32,19.84,0.0,99.93,38.95,Medium_Load,2415.4172915862123,4.0,34.75
1201,2024-01-13 12:30:00,7.16,0.0,25.45,0.0,100.0,27.08,Medium_Load,2924.4531245466637,4.3,33.5
1202,2024-01-13 12:45:00,6.95,0.0,25.52,0.0,100.0,26.28,Medium_Load,2925.718079850027,4.6,32.25
1203,2024-01-13 13:00:00,6.88,0.0,25.7,0.0,100.0,25.86,Medium_Load,2942.9219993701245,4.9,31.0
1204,2024-01-13 13:15:00,49.39,10.4,6.8,0.02,97.85,99.07,Medium_Load,5785.108269418713,5.08,30.5
1205,2024-01-13 13:30:00,93.53,24.16,0.0,0.04,96.82,100.0,Medium_Load,10685.461021535324,5.25,30.0
1206,2024-01-13 13:45:00,93.56,25.45,0.0,0.04,96.49,100.0,Medium_Load,10725.241517541926,5.42,29.5
1207,2024-01-13 14:00:00,93.96,32.11,0.0,0.04,94.63,100.0,Medium_Load,11150.849239204745,5.6,29.0
1208,2024-01-13 14:15:00,91.73,32.04,0.0,0.04,94.41,100.0,Medium_Load,10911.581694525545,5.72,28.25
1209,2024-01-13 14:30:00,95.33,30.38,0.0,0.04,95.28,100.0,Medium_Load,11067.495810283186,5.85,27.5
1210,2024-01-13 14:45:00,85.5,29.05,0.0,0.04,94.68,100.0,Medium_Load,10140.72886343605,5.98,26.75
1211,2024-01-13 15:00:00,79.81,20.66,0.0,0.04,96.81,100.0,Medium_Load,9119.221051160835,6.1,26.0
1212,2024-01-13 15:15:00,109.12,36.36,0.0,0.05,94.87,100.0,Medium_Load,12916.56224925812,6.05,26.0
1213,2024-01-13 15:30:00,81.29,24.62,0.0,0.04,95.71,100.0,Medium_Load,9395.29306916696,6.0,26.0
1214,2024-01-13 15:45:00,112.39,41.87,0.0,0.05,93.71,100.0,Medium_Load,13468.79636922357,5.95,26.0
1215,2024-01-13 16:00:00,104.44,29.84,0.0,0.05,96.15,100.0,Medium_Load,12014.97149222902,5.9,26.0
1216,2024-01-13 16:15:00,79.2,31.9,0.0,0.04,92.76,100.0,Medium_Load,9588.506501145004,5.75,27.75
1217,2024-01-13 16:30:00,68.87,26.46,0.0,0.03,93.35,100.0,Medium_Load,8285.280980387146,5.6,29.5
1218,2024-01-13 16:45:00,62.57,21.49,0.0,0.03,94.58,100.0,Medium_Load,7429.495901758746,5.45,31.25
1219,2024-01-13 17:00:00,69.62,21.35,0.0,0.03,95.61,100.0,Medium_Load,8055.031722933627,5.3,33.0
1220,2024-01-13 17:15:00,17.39,1.69,19.98,0.01,99.53,65.65,Maximum_Load,3073.4412667988045,5.05,34.5
1221,2024-01-13 17:30:00,5.29,0.0,26.42,0.0,100.0,19.63,Maximum_Load,2980.4678854025456,4.8,36.0
1222,2024-01-13 17:45:00,5.18,0.0,26.5,0.0,100.0,19.18,Maximum_Load,2986.7872862898503,4.55,37.5
1223,2024-01-13 18:00:00,5.18,0.0,26.6,0.0,100.0,19.11,Maximum_Load,2997.6441303604424,4.3,39.0
1224,2024-01-13 18:15:00,4.9,0.0,10.37,0.0,100.0,42.72,Maximum_Load,1268.6922759241038,4.1,39.5
1225,2024-01-13 18:30:00,4.86,0.0,9.0,0.0,100.0,47.51,Maximum_Load,1131.4165166513253,3.9,40.0
1226,2024-01-13 18:45:00,5.0,0.0,23.08,0.0,100.0,21.17,Maximum_Load,2612.2275990960657,3.7,40.5
1227,2024-01-13 19:00:00,4.97,0.0,26.82,0.0,100.0,18.22,Maximum_Load,3017.2155430359257,3.5,41.0
1228,2024-01-13 19:15:00,5.04,0.0,26.86,0.0,100.0,18.44,Maximum_Load,3022.984607333574,3.35,42.0
